PRCE_REG_YMD,PDLT_CODE,PDLT_NM,AMNT_RAIN,AVG_TEMP_C,total_SunL,Quantity,PDLT_PRCE
20200401,151,고구마,0,11.3,19.12,147648,3350
20200401,152,감자,0,11.3,19.12,358141,1275
20200401,211,배추,0,11.3,19.12,388962.3,800
20200401,214,상추,0,11.3,19.12,114428,2187.5
20200401,223,오이,0,11.3,19.12,436917,392.5
20200401,224,호박,0,11.3,19.12,250212,787.5
20200401,225,토마토,0,11.3,19.12,128383.7,3950
20200401,245,양파,0,11.3,19.12,815916,1150
20200401,232,당근,0,11.3,19.12,211140,2650
20200401,411,사과,0,11.3,19.12,148224,3300
20200402,223,오이,0,9.3,21.25,415570,377.5
20200402,214,상추,0,9.3,21.25,112144,2062.5
20200402,211,배추,0,9.3,21.25,367817.75,900
20200402,152,감자,0,9.3,21.25,293374,1175
20200402,151,고구마,0,9.3,21.25,114426,3350
20200402,225,토마토,0,9.3,21.25,110769.3,3750
20200402,245,양파,0,9.3,21.25,904270,1112.5
20200402,232,당근,0,9.3,21.25,181603,2583.333333
20200402,224,호박,0,9.3,21.25,272573,787.5
20200402,411,사과,0,9.3,21.25,130020,3500
20200403,223,오이,0,10,22.56,445168,402.5
20200403,214,상추,0,10,22.56,107012,2062.5
20200403,152,감자,0,10,22.56,392708,1175
20200403,151,고구마,0,10,22.56,150176,3350
20200403,211,배추,0,10,22.56,349383.25,800
20200403,224,호박,0,10,22.56,286644,762.5
20200403,245,양파,0,10,22.56,681290,1112.5
20200403,232,당근,0,10,22.56,188870,2483.333333
20200403,225,토마토,0,10,22.56,175185.1,4250
20200403,411,사과,0,10,22.56,211040,3100
20200406,223,오이,0,9.3,22.51,827346,347.5
20200406,214,상추,0,9.3,22.51,139014,2562.5
20200406,152,감자,0,9.3,22.51,394594,1175
20200406,211,배추,0,9.3,22.51,430088.1,800
20200406,151,고구마,0,9.3,22.51,185903.2,3350
20200406,225,토마토,0,9.3,22.51,201276.8,4550
20200406,245,양파,0,9.3,22.51,1048405,1125
20200406,232,당근,0,9.3,22.51,200270,2250
20200406,224,호박,0,9.3,22.51,397858,737.5
20200406,411,사과,0,9.3,22.51,229682,3500
20200407,214,상추,0,10.6,19.3,129880,2437.5
20200407,211,배추,0,10.6,19.3,405077,800
20200407,152,감자,0,10.6,19.3,356574,1075
20200407,151,고구마,0,10.6,19.3,162692,3350
20200407,223,오이,0,10.6,19.3,469948,347.5
20200407,224,호박,0,10.6,19.3,335192,737.5
20200407,245,양파,0,10.6,19.3,1003130,1250
20200407,232,당근,0,10.6,19.3,137510,2116.666667
20200407,225,토마토,0,10.6,19.3,144791.8,3750
20200407,411,사과,0,10.6,19.3,175861,3000
20200408,214,상추,0,9.4,24.86,126232,2187.5
20200408,211,배추,0,9.4,24.86,351189.15,800
20200408,152,감자,0,9.4,24.86,381780,1025
20200408,151,고구마,0,9.4,24.86,133496,3550
20200408,223,오이,0,9.4,24.86,554607,337.5
20200408,224,호박,0,9.4,24.86,331452,687.5
20200408,245,양파,0,9.4,24.86,1124338,1250
20200408,232,당근,0,9.4,24.86,235340,2283.333333
20200408,225,토마토,0,9.4,24.86,163671,3950
20200408,411,사과,0,9.4,24.86,198271,3000
20200409,214,상추,0,8.9,24.79,119398,2062.5
20200409,223,오이,0,8.9,24.79,518251.5,317.5
20200409,152,감자,0,8.9,24.79,366254,2625
20200409,151,고구마,0,8.9,24.79,128918,3550
20200409,211,배추,0,8.9,24.79,429003.5,800
20200409,224,호박,0,8.9,24.79,277582,662.5
20200409,245,양파,0,8.9,24.79,1040767,1200
20200409,232,당근,0,8.9,24.79,170479,2283.333333
20200409,225,토마토,0,8.9,24.79,115583,3250
20200409,411,사과,0,8.9,24.79,295612.5,3000
20200410,223,오이,0,10.7,21.07,568323,317.5
20200410,214,상추,0,10.7,21.07,121358,2062.5
20200410,211,배추,0,10.7,21.07,387575.25,800
20200410,152,감자,0,10.7,21.07,324670,2625
20200410,151,고구마,0,10.7,21.07,134106,3550
20200410,225,토마토,0,10.7,21.07,205721.4,4050
20200410,245,양파,0,10.7,21.07,917015,1175
20200410,232,당근,0,10.7,21.07,178120,2283.333333
20200410,224,호박,0,10.7,21.07,286296,662.5
20200410,411,사과,0,10.7,21.07,232354,3000
20200413,223,오이,0,12.4,26.02,1028680,302.5
20200413,214,상추,0,12.4,26.02,148804,2562.5
20200413,152,감자,0,12.4,26.02,492695,2575
20200413,151,고구마,0,12.4,26.02,177330.4,3750
20200413,211,배추,0,12.4,26.02,413311,800
20200413,224,호박,0,12.4,26.02,445172,662.5
20200413,245,양파,0,12.4,26.02,838242,1150
20200413,232,당근,0,12.4,26.02,212720,2216.666667
20200413,225,토마토,0,12.4,26.02,234548.5,3750
20200413,411,사과,0,12.4,26.02,237413,3000
20200414,214,상추,0,13,25.93,126606,2562.5
20200414,151,고구마,0,13,25.93,151134,3750
20200414,152,감자,0,13,25.93,365693,2525
20200414,223,오이,0,13,25.93,593354,307.5
20200414,211,배추,0,13,25.93,381581,900
20200414,224,호박,0,13,25.93,366278,662.5
20200414,245,양파,0,13,25.93,1000745,1100
20200414,232,당근,0,13,25.93,163740,2116.666667
20200414,225,토마토,0,13,25.93,141874.2,3750
20200414,411,사과,0,13,25.93,139260,2800
20200416,214,상추,0,16,22.96,118394,2312.5
20200416,152,감자,0,16,22.96,299410,2525
20200416,151,고구마,0,16,22.96,107658,4050
20200416,224,호박,0,16,22.96,266858,737.5
20200416,223,오이,0,16,22.96,554990.5,322.5
20200416,245,양파,0,16,22.96,1153236,1100
20200416,232,당근,0,16,22.96,146579,2183.333333
20200416,225,토마토,0,16,22.96,119082.3,3650
20200416,211,배추,0,16,22.96,300438.85,900
20200416,411,사과,0,16,22.96,152366,4300
20200417,214,상추,6.5,12.5,4.23,111764,2312.5
20200417,151,고구마,6.5,12.5,4.23,158850,4250
20200417,152,감자,6.5,12.5,4.23,308730,2475
20200417,211,배추,6.5,12.5,4.23,368797,900
20200417,223,오이,6.5,12.5,4.23,517007,312.5
20200417,245,양파,6.5,12.5,4.23,748492,1150
20200417,225,토마토,6.5,12.5,4.23,147683.5,3850
20200417,224,호박,6.5,12.5,4.23,230719,712.5
20200417,232,당근,6.5,12.5,4.23,143100,2183.333333
20200417,411,사과,6.5,12.5,4.23,114906,4400
20200420,214,상추,0.1,10,7.34,173213.5,2187.5
20200420,152,감자,0.1,10,7.34,378938,2475
20200420,151,고구마,0.1,10,7.34,164126,4350
20200420,223,오이,0.1,10,7.34,1136674,262.5
20200420,224,호박,0.1,10,7.34,472096,662.5
20200420,245,양파,0.1,10,7.34,983935,1250
20200420,232,당근,0.1,10,7.34,225360,2183.333333
20200420,225,토마토,0.1,10,7.34,201267.5,3250
20200420,211,배추,0.1,10,7.34,374617.2,900
20200420,411,사과,0.1,10,7.34,203474,4050
20200421,214,상추,0,7.4,23.63,146192,2187.5
20200421,151,고구마,0,7.4,23.63,161860,4350
20200421,223,오이,0,7.4,23.63,585885,277.5
20200421,152,감자,0,7.4,23.63,283566,2525
20200421,224,호박,0,7.4,23.63,332424,612.5
20200421,245,양파,0,7.4,23.63,862001,1250
20200421,232,당근,0,7.4,23.63,154100,2150
20200421,225,토마토,0,7.4,23.63,134267.4,3250
20200421,211,배추,0,7.4,23.63,298220.8,900
20200421,411,사과,0,7.4,23.63,125926,4150
20200422,214,상추,0,6,15.89,130530,2062.5
20200422,151,고구마,0,6,15.89,115270,4350
20200422,211,배추,0,6,15.89,340306.5,1000
20200422,245,양파,0,6,15.89,1167358,1150
20200422,223,오이,0,6,15.89,539456,277.5
20200422,232,당근,0,6,15.89,227142,2150
20200422,225,토마토,0,6,15.89,138141.2,2950
20200422,224,호박,0,6,15.89,297776,662.5
20200422,152,감자,0,6,15.89,380019,2525
20200422,411,사과,0,6,15.89,148445,4150
20200423,214,상추,0,7.9,25.72,122228,1687.5
20200423,211,배추,0,7.9,25.72,358988.65,1100
20200423,151,고구마,0,7.9,25.72,117724,4350
20200423,223,오이,0,7.9,25.72,488240.5,307.5
20200423,245,양파,0,7.9,25.72,1132545,1050
20200423,232,당근,0,7.9,25.72,221759,2150
20200423,225,토마토,0,7.9,25.72,104672.5,2850
20200423,224,호박,0,7.9,25.72,257912,687.5
20200423,152,감자,0,7.9,25.72,336565,2625
20200423,411,사과,0,7.9,25.72,140136,4150
20200424,214,상추,0,9.9,26.61,111980,1937.5
20200424,152,감자,0,9.9,26.61,333802,2625
20200424,211,배추,0,9.9,26.61,331797,1200
20200424,151,고구마,0,9.9,26.61,120614,4350
20200424,223,오이,0,9.9,26.61,440992,292.5
20200424,224,호박,0,9.9,26.61,241636,787.5
20200424,245,양파,0,9.9,26.61,919225,1050
20200424,232,당근,0,9.9,26.61,152620,2150
20200424,225,토마토,0,9.9,26.61,189306.9,2850
20200424,411,사과,0,9.9,26.61,154835,4150
20200427,214,상추,0,12.9,22.98,130174,2187.5
20200427,211,배추,0,12.9,22.98,415587.75,1200
20200427,151,고구마,0,12.9,22.98,119461,4350
20200427,152,감자,0,12.9,22.98,477781,2625
20200427,224,호박,0,12.9,22.98,509122,637.5
20200427,245,양파,0,12.9,22.98,1095230,1050
20200427,223,오이,0,12.9,22.98,975560,277.5
20200427,232,당근,0,12.9,22.98,212060,2150
20200427,225,토마토,0,12.9,22.98,255593.5,2350
20200427,411,사과,0,12.9,22.98,177535,4150
20200428,214,상추,0,13.9,26.97,115806,2312.5
20200428,211,배추,0,13.9,26.97,368221.9,1400
20200428,151,고구마,0,13.9,26.97,95744,4550
20200428,223,오이,0,13.9,26.97,618380,327.5
20200428,245,양파,0,13.9,26.97,1192220,1000
20200428,232,당근,0,13.9,26.97,276223.2,2116.666667
20200428,225,토마토,0,13.9,26.97,172814,2500
20200428,224,호박,0,13.9,26.97,399247,612.5
20200428,152,감자,0,13.9,26.97,288964,2775
20200428,411,사과,0,13.9,26.97,154990,4200
20200429,214,상추,0,14.9,26.1,120690,2562.5
20200429,152,감자,0,14.9,26.1,382078,2775
20200429,211,배추,0,14.9,26.1,420720.5,1500
20200429,151,고구마,0,14.9,26.1,94005.6,4950
20200429,223,오이,0,14.9,26.1,691084,307.5
20200429,224,호박,0,14.9,26.1,369686,612.5
20200429,245,양파,0,14.9,26.1,1190225,950
20200429,232,당근,0,14.9,26.1,158421.2,2116.666667
20200429,225,토마토,0,14.9,26.1,181347.7,2450
20200429,411,사과,0,14.9,26.1,203882,4000
20200504,214,상추,0,20.2,25.42,169294,2562.5
20200504,211,배추,0,20.2,25.42,420655.5,1700
20200504,151,고구마,0,20.2,25.42,95714,4950
20200504,152,감자,0,20.2,25.42,364661,2575
20200504,224,호박,0,20.2,25.42,505256,487.5
20200504,223,오이,0,20.2,25.42,1446724,227.5
20200504,245,양파,0,20.2,25.42,1110572,1050
20200504,232,당근,0,20.2,25.42,223622,1983.333333
20200504,225,토마토,0,20.2,25.42,291346.8,2250
20200504,411,사과,0,20.2,25.42,180103,4000
20200506,214,상추,0,19.4,28.51,118672,2187.5
20200506,211,배추,0,19.4,28.51,378399.6,1387.5
20200506,152,감자,0,19.4,28.51,328612.2,2775
20200506,151,고구마,0,19.4,28.51,90632,4950
20200506,223,오이,0,19.4,28.51,756564,217.5
20200506,224,호박,0,19.4,28.51,290270,537.5
20200506,245,양파,0,19.4,28.51,839214,950
20200506,232,당근,0,19.4,28.51,230030,1850
20200506,225,토마토,0,19.4,28.51,215622.9,2250
20200506,411,사과,0,19.4,28.51,112940,4300
20200507,214,상추,0,20.7,23.93,115532,2187.5
20200507,152,감자,0,20.7,23.93,340792,2775
20200507,151,고구마,0,20.7,23.93,63621,4750
20200507,223,오이,0,20.7,23.93,660948.5,212.5
20200507,211,배추,0,20.7,23.93,399642.7,1287.5
20200507,224,호박,0,20.7,23.93,229696,587.5
20200507,245,양파,0,20.7,23.93,999537,950
20200507,232,당근,0,20.7,23.93,188779,1850
20200507,225,토마토,0,20.7,23.93,191129.5,2050
20200507,411,사과,0,20.7,23.93,127594,4500
20200508,214,상추,2.3,19.9,23.26,101228,2312.5
20200508,151,고구마,2.3,19.9,23.26,52046,4750
20200508,152,감자,2.3,19.9,23.26,402470,2775
20200508,211,배추,2.3,19.9,23.26,340470,1275
20200508,224,호박,2.3,19.9,23.26,195200,587.5
20200508,223,오이,2.3,19.9,23.26,522552,217.5
20200508,245,양파,2.3,19.9,23.26,1107938,950
20200508,232,당근,2.3,19.9,23.26,162088,1850
20200508,225,토마토,2.3,19.9,23.26,153605.1,1750
20200508,411,사과,2.3,19.9,23.26,68330,4750
20200511,214,상추,3.4,16.5,22.98,142752,2437.5
20200511,211,배추,3.4,16.5,22.98,485668,1125
20200511,152,감자,3.4,16.5,22.98,308970,2525
20200511,151,고구마,3.4,16.5,22.98,106366.8,4750
20200511,223,오이,3.4,16.5,22.98,849885,287.5
20200511,224,호박,3.4,16.5,22.98,393193.5,637.5
20200511,245,양파,3.4,16.5,22.98,1051753,900
20200511,232,당근,3.4,16.5,22.98,147596,1716.666667
20200511,225,토마토,3.4,16.5,22.98,323557.8,1350
20200511,411,사과,3.4,16.5,22.98,107215,4750
20200512,214,상추,0.7,14.3,13.6,118962,2062.5
20200512,152,감자,0.7,14.3,13.6,291885,2625
20200512,151,고구마,0.7,14.3,13.6,85550,4750
20200512,223,오이,0.7,14.3,13.6,488800,322.5
20200512,211,배추,0.7,14.3,13.6,410165.5,1075
20200512,224,호박,0.7,14.3,13.6,314957,737.5
20200512,245,양파,0.7,14.3,13.6,957307,900
20200512,232,당근,0.7,14.3,13.6,219470,1716.666667
20200512,225,토마토,0.7,14.3,13.6,208946.6,1350
20200512,411,사과,0.7,14.3,13.6,81062,4900
20200513,214,상추,0,16.1,29.7,106027.5,2312.5
20200513,211,배추,0,16.1,29.7,391958,1050
20200513,151,고구마,0,16.1,29.7,88066,4750
20200513,152,감자,0,16.1,29.7,392004,2625
20200513,223,오이,0,16.1,29.7,440234,312.5
20200513,245,양파,0,16.1,29.7,1169366,1050
20200513,232,당근,0,16.1,29.7,158948,1716.666667
20200513,225,토마토,0,16.1,29.7,173455.3,1350
20200513,224,호박,0,16.1,29.7,212510,1062.5
20200513,411,사과,0,16.1,29.7,97012,4900
20200514,223,오이,0,19.3,20.64,509534.5,312.5
20200514,214,상추,0,19.3,20.64,103863.5,2437.5
20200514,211,배추,0,19.3,20.64,440753.5,1050
20200514,152,감자,0,19.3,20.64,453118,2625
20200514,151,고구마,0,19.3,20.64,70294,4750
20200514,225,토마토,0,19.3,20.64,167425.7,1250
20200514,245,양파,0,19.3,20.64,978824,1200
20200514,232,당근,0,19.3,20.64,171742.5,1716.666667
20200514,224,호박,0,19.3,20.64,251972,1137.5
20200514,411,사과,0,19.3,20.64,47000,5200
20200515,214,상추,12,16.1,3.43,111340,2812.5
20200515,151,고구마,12,16.1,3.43,89320,4950
20200515,152,감자,12,16.1,3.43,455838,2050
20200515,211,배추,12,16.1,3.43,544838.75,1050
20200515,223,오이,12,16.1,3.43,602819,322.5
20200515,245,양파,12,16.1,3.43,1152916,1200
20200515,232,당근,12,16.1,3.43,188072,1716.666667
20200515,225,토마토,12,16.1,3.43,229187.1,1350
20200515,224,호박,12,16.1,3.43,301730,1187.5
20200515,411,사과,12,16.1,3.43,137580,5200
20200518,214,상추,29.8,19.1,14.07,134853,2937.5
20200518,152,감자,29.8,19.1,14.07,443942,2000
20200518,151,고구마,29.8,19.1,14.07,117869.2,4950
20200518,211,배추,29.8,19.1,14.07,477076.25,950
20200518,223,오이,29.8,19.1,14.07,1004591,297.5
20200518,245,양파,29.8,19.1,14.07,1204413,1000
20200518,232,당근,29.8,19.1,14.07,210434,1716.666667
20200518,225,토마토,29.8,19.1,14.07,180887,1400
20200518,224,호박,29.8,19.1,14.07,362349,887.5
20200518,411,사과,29.8,19.1,14.07,95428,5200
20200519,223,오이,19,13,15.29,717044,277.5
20200519,214,상추,19,13,15.29,117940,2937.5
20200519,211,배추,19,13,15.29,533409,1050
20200519,152,감자,19,13,15.29,376597,2150
20200519,151,고구마,19,13,15.29,74950,4950
20200519,225,토마토,19,13,15.29,143283.9,1450
20200519,245,양파,19,13,15.29,1126150,1000
20200519,232,당근,19,13,15.29,201182,1716.666667
20200519,224,호박,19,13,15.29,323160,937.5
20200519,411,사과,19,13,15.29,104831,5200
20200520,214,상추,0,14.4,20.91,92945,2937.5
20200520,211,배추,0,14.4,20.91,395913,1050
20200520,151,고구마,0,14.4,20.91,105650,5250
20200520,152,감자,0,14.4,20.91,249747,2150
20200520,223,오이,0,14.4,20.91,648107,267.5
20200520,245,양파,0,14.4,20.91,1057010,950
20200520,232,당근,0,14.4,20.91,174000,1650
20200520,225,토마토,0,14.4,20.91,164783.4,1550
20200520,224,호박,0,14.4,20.91,250286,1087.5
20200520,411,사과,0,14.4,20.91,73210,5600
20200521,214,상추,0,17.4,24.35,99893,2937.5
20200521,211,배추,0,17.4,24.35,384184.25,1150
20200521,151,고구마,0,17.4,24.35,90378,5250
20200521,152,감자,0,17.4,24.35,451266,1950
20200521,223,오이,0,17.4,24.35,587710,277.5
20200521,245,양파,0,17.4,24.35,1083178,950
20200521,232,당근,0,17.4,24.35,178020,1583.333333
20200521,225,토마토,0,17.4,24.35,124458.9,1750
20200521,224,호박,0,17.4,24.35,200352,1262.5
20200521,411,사과,0,17.4,24.35,64594,5600
20200522,214,상추,0,18.5,13.07,109618,3062.5
20200522,151,고구마,0,18.5,13.07,112300,5250
20200522,152,감자,0,18.5,13.07,456960,1800
20200522,211,배추,0,18.5,13.07,498492,1150
20200522,223,오이,0,18.5,13.07,571726,277.5
20200522,245,양파,0,18.5,13.07,1245255,950
20200522,232,당근,0,18.5,13.07,122208.5,1416.666667
20200522,225,토마토,0,18.5,13.07,210239.9,1750
20200522,224,호박,0,18.5,13.07,259520,1237.5
20200522,411,사과,0,18.5,13.07,151760,5900
20200525,214,상추,0,16.6,16.88,130128,4062.5
20200525,151,고구마,0,16.6,16.88,94490,5250
20200525,152,감자,0,16.6,16.88,654480,1650
20200525,211,배추,0,16.6,16.88,484073,1150
20200525,245,양파,0,16.6,16.88,1573323,900
20200525,232,당근,0,16.6,16.88,133440,1483.333333
20200525,225,토마토,0,16.6,16.88,260986.9,2050
20200525,224,호박,0,16.6,16.88,453960,1187.5
20200525,223,오이,0,16.6,16.88,1085784,277.5
20200525,411,사과,0,16.6,16.88,140680,6050
20200526,214,상추,1.5,16.2,18.49,123054.5,3562.5
20200526,152,감자,1.5,16.2,18.49,439190,1450
20200526,151,고구마,1.5,16.2,18.49,68930,5450
20200526,211,배추,1.5,16.2,18.49,533874.25,1250
20200526,245,양파,1.5,16.2,18.49,1148811,850
20200526,223,오이,1.5,16.2,18.49,742364,277.5
20200526,232,당근,1.5,16.2,18.49,217924,1483.333333
20200526,225,토마토,1.5,16.2,18.49,224041.4,1950
20200526,224,호박,1.5,16.2,18.49,339244,1087.5
20200526,411,사과,1.5,16.2,18.49,99750,6050
20200527,214,상추,0,17.4,30.06,123054,3187.5
20200527,151,고구마,0,17.4,30.06,84592,5850
20200527,152,감자,0,17.4,30.06,447326,1250
20200527,223,오이,0,17.4,30.06,694683,277.5
20200527,245,양파,0,17.4,30.06,1196008,850
20200527,232,당근,0,17.4,30.06,239102,1450
20200527,225,토마토,0,17.4,30.06,176298.6,1950
20200527,224,호박,0,17.4,30.06,302638,1037.5
20200527,211,배추,0,17.4,30.06,388990,1150
20200527,411,사과,0,17.4,30.06,112075,6050
20200528,214,상추,0,18.7,22.83,105930,3062.5
20200528,152,감자,0,18.7,22.83,413940,1250
20200528,151,고구마,0,18.7,22.83,85763,5850
20200528,223,오이,0,18.7,22.83,686659.5,277.5
20200528,224,호박,0,18.7,22.83,281722,1087.5
20200528,245,양파,0,18.7,22.83,1202915,850
20200528,232,당근,0,18.7,22.83,173730.6,1450
20200528,225,토마토,0,18.7,22.83,107165.9,2250
20200528,211,배추,0,18.7,22.83,419310.95,1150
20200528,411,사과,0,18.7,22.83,78126,6050
20200529,214,상추,0,20.7,28.09,114014,3187.5
20200529,211,배추,0,20.7,28.09,528829,1050
20200529,152,감자,0,20.7,28.09,425303,1500
20200529,151,고구마,0,20.7,28.09,77112,6150
20200529,224,호박,0,20.7,28.09,307356,1062.5
20200529,245,양파,0,20.7,28.09,1061478,850
20200529,223,오이,0,20.7,28.09,753129,282.5
20200529,232,당근,0,20.7,28.09,171562,1416.666667
20200529,225,토마토,0,20.7,28.09,206869.9,2250
20200529,411,사과,0,20.7,28.09,122687,6050
20200601,214,상추,0.4,19.7,30.35,131802,3187.5
20200601,211,배추,0.4,19.7,30.35,518969,950
20200601,151,고구마,0.4,19.7,30.35,67452,6150
20200601,152,감자,0.4,19.7,30.35,306015,1700
20200601,224,호박,0.4,19.7,30.35,499856,887.5
20200601,223,오이,0.4,19.7,30.35,1561979,242.5
20200601,245,양파,0.4,19.7,30.35,1111506,750
20200601,232,당근,0.4,19.7,30.35,234651.5,1416.666667
20200601,225,토마토,0.4,19.7,30.35,253686.6,2050
20200601,411,사과,0.4,19.7,30.35,152778,6050
20200602,214,상추,2,17.9,5.89,115924,2812.5
20200602,152,감자,2,17.9,5.89,463160,1550
20200602,151,고구마,2,17.9,5.89,93288,6150
20200602,224,호박,2,17.9,5.89,371812,837.5
20200602,223,오이,2,17.9,5.89,951022,202.5
20200602,245,양파,2,17.9,5.89,1222549,750
20200602,232,당근,2,17.9,5.89,210898,1416.666667
20200602,225,토마토,2,17.9,5.89,170909.1,1750
20200602,211,배추,2,17.9,5.89,591873.25,850
20200602,411,사과,2,17.9,5.89,94640,6050
20200603,214,상추,0,22,24.64,114632,2687.5
20200603,211,배추,0,22,24.64,723466,750
20200603,151,고구마,0,22,24.64,63526,6150
20200603,152,감자,0,22,24.64,385393,1700
20200603,224,호박,0,22,24.64,308042,762.5
20200603,245,양파,0,22,24.64,1027416,750
20200603,223,오이,0,22,24.64,806410,192.5
20200603,232,당근,0,22,24.64,159241,1450
20200603,225,토마토,0,22,24.64,211960.3,1450
20200603,411,사과,0,22,24.64,103535,6050
20200604,214,상추,0.2,21.9,19.77,69342,2812.5
20200604,211,배추,0.2,21.9,19.77,522434.75,850
20200604,151,고구마,0.2,21.9,19.77,46095.6,6150
20200604,223,오이,0.2,21.9,19.77,564317,232.5
20200604,245,양파,0.2,21.9,19.77,729933,700
20200604,232,당근,0.2,21.9,19.77,93530,1550
20200604,225,토마토,0.2,21.9,19.77,172494.2,1450
20200604,224,호박,0.2,21.9,19.77,216722,762.5
20200604,152,감자,0.2,21.9,19.77,279130,1700
20200604,411,사과,0.2,21.9,19.77,64510,6050
20200605,214,상추,0,23,23.36,103322,2562.5
20200605,152,감자,0,23,23.36,520243,1700
20200605,211,배추,0,23,23.36,496774,750
20200605,151,고구마,0,23,23.36,78066,6150
20200605,223,오이,0,23,23.36,878765,202.5
20200605,224,호박,0,23,23.36,331397,687.5
20200605,245,양파,0,23,23.36,951461,700
20200605,232,당근,0,23,23.36,197094,1550
20200605,225,토마토,0,23,23.36,232438.7,1350
20200605,411,사과,0,23,23.36,142290,6050
20200608,214,상추,0,25,26.13,124073.2,2812.5
20200608,211,배추,0,25,26.13,491712,850
20200608,151,고구마,0,25,26.13,78544,6150
20200608,152,감자,0,25,26.13,697312,1450
20200608,224,호박,0,25,26.13,470175,662.5
20200608,223,오이,0,25,26.13,1403155,192.5
20200608,245,양파,0,25,26.13,1381050,650
20200608,232,당근,0,25,26.13,232500,1516.666667
20200608,225,토마토,0,25,26.13,285181.5,1350
20200608,411,사과,0,25,26.13,150070,6050
20200609,214,상추,0,26.7,28.36,101990,2687.5
20200609,211,배추,0,26.7,28.36,405667.25,850
20200609,152,감자,0,26.7,28.36,591310,1250
20200609,151,고구마,0,26.7,28.36,75600,6150
20200609,223,오이,0,26.7,28.36,940488,217.5
20200609,224,호박,0,26.7,28.36,343545,662.5
20200609,245,양파,0,26.7,28.36,1017167,650
20200609,232,당근,0,26.7,28.36,174272,1516.666667
20200609,225,토마토,0,26.7,28.36,195922.3,1150
20200609,411,사과,0,26.7,28.36,86613,6050
20200610,214,상추,6.2,25.8,18.85,93506,2812.5
20200610,152,감자,6.2,25.8,18.85,473566,1150
20200610,151,고구마,6.2,25.8,18.85,61604,5950
20200610,223,오이,6.2,25.8,18.85,618750,262.5
20200610,211,배추,6.2,25.8,18.85,418457,850
20200610,224,호박,6.2,25.8,18.85,227541,662.5
20200610,245,양파,6.2,25.8,18.85,621798,650
20200610,232,당근,6.2,25.8,18.85,116942,1516.666667
20200610,225,토마토,6.2,25.8,18.85,149113,1350
20200610,411,사과,6.2,25.8,18.85,71780,6050
20200611,214,상추,0,26.1,26.03,87790,2937.5
20200611,152,감자,0,26.1,26.03,439339,1250
20200611,211,배추,0,26.1,26.03,562621.25,850
20200611,151,고구마,0,26.1,26.03,69294,5950
20200611,223,오이,0,26.1,26.03,706001.5,337.5
20200611,224,호박,0,26.1,26.03,278697,737.5
20200611,245,양파,0,26.1,26.03,861931,650
20200611,232,당근,0,26.1,26.03,170429.5,1516.666667
20200611,225,토마토,0,26.1,26.03,211338.4,1350
20200611,411,사과,0,26.1,26.03,71478,6050
20200612,214,상추,0,24.7,11.51,87176,3437.5
20200612,211,배추,0,24.7,11.51,327059,850
20200612,152,감자,0,24.7,11.51,227656,1350
20200612,151,고구마,0,24.7,11.51,54452,5750
20200612,223,오이,0,24.7,11.51,705404,387.5
20200612,224,호박,0,24.7,11.51,308476,862.5
20200612,245,양파,0,24.7,11.51,712884,650
20200612,232,당근,0,24.7,11.51,152200,1516.666667
20200612,225,토마토,0,24.7,11.51,257433.2,1250
20200612,411,사과,0,24.7,11.51,80870,5550
20200615,214,상추,0,23,26.53,89480,5312.5
20200615,152,감자,0,23,26.53,553003.5,1550
20200615,151,고구마,0,23,26.53,80382,5750
20200615,223,오이,0,23,26.53,923484,367.5
20200615,211,배추,0,23,26.53,266259,1150
20200615,224,호박,0,23,26.53,335122,687.5
20200615,245,양파,0,23,26.53,948220,850
20200615,232,당근,0,23,26.53,151314,1516.666667
20200615,225,토마토,0,23,26.53,258333.1,1050
20200615,411,사과,0,23,26.53,73290,5550
20200616,214,상추,0,24.4,24.74,93010,4687.5
20200616,151,고구마,0,24.4,24.74,60200,5750
20200616,152,감자,0,24.4,24.74,455572,1550
20200616,211,배추,0,24.4,24.74,493751.75,1150
20200616,224,호박,0,24.4,24.74,282103.8,712.5
20200616,223,오이,0,24.4,24.74,789935,317.5
20200616,245,양파,0,24.4,24.74,1077598,850
20200616,232,당근,0,24.4,24.74,148992,1516.666667
20200616,225,토마토,0,24.4,24.74,249753.7,1050
20200616,411,사과,0,24.4,24.74,56530,5550
20200617,214,상추,0,24.3,21.25,100735,4687.5
20200617,211,배추,0,24.3,21.25,571108,850
20200617,151,고구마,0,24.3,21.25,94266,5250
20200617,152,감자,0,24.3,21.25,550758,1550
20200617,224,호박,0,24.3,21.25,296033,712.5
20200617,245,양파,0,24.3,21.25,883963,850
20200617,232,당근,0,24.3,21.25,119362,1416.666667
20200617,225,토마토,0,24.3,21.25,242956.7,1250
20200617,223,오이,0,24.3,21.25,657472,402.5
20200617,411,사과,0,24.3,21.25,65130,5550
20200618,214,상추,0,23.4,11,86237.5,4687.5
20200618,211,배추,0,23.4,11,563574.93,850
20200618,151,고구마,0,23.4,11,31972,5250
20200618,223,오이,0,23.4,11,619663,437.5
20200618,245,양파,0,23.4,11,735923,850
20200618,232,당근,0,23.4,11,182820,1416.666667
20200618,225,토마토,0,23.4,11,204369.4,1250
20200618,224,호박,0,23.4,11,300060,737.5
20200618,152,감자,0,23.4,11,531440,1450
20200618,411,사과,0,23.4,11,57300,5550
20200619,214,상추,0.1,24.7,19.6,90425,5087.5
